school_code,lat,lon,region_code
0240807X,45.424362,0.8631506,75
0240920V,45.197017200000005,0.7835042,75
0240955H,44.8534568,0.48753100000000005,75
0240990W,44.870418799999996,0.3742764,75
0241013W,44.845628399999995,0.9082579,75
0241115G,45.570555600000006,0.5613889,75
0241123R,45.29233,0.74936,75
0241133B,44.74607125,0.975186732678294,75
0250343M,47.2362653,6.6478649999999995,27
0250395U,47.2574922,6.7027625,27
0020894L,49.06142020000001,3.5731984,32
0020944R,49.09049829999999,3.5358892,32
0021699L,49.84861110000001,3.2863888,32
0140210C,49.2482981,-1.0452622,28
0250935F,47.2785585,6.7352213,27
0260138J,44.5159006,5.2154189,84
0260659A,44.9332277,4.8920810999999995,84
0511234P,48.9894458,4.3154379,44
0511831N,49.328446899999996,3.9453038,44
0512106M,49.0279127,4.2372528,44
0520103E,48.4426265,5.1412535,44
0520609E,48.1435047,5.1444735999999995,44
0520909F,48.2952568,5.2464882093597005,44
0221482S,48.28993035,-2.5260125118511296,53
0221602X,48.6787936,-3.5231644,53
0240271P,45.1909365,0.7184406999999999,75
0240304A,44.8534568,0.48753100000000005,75
0240334H,44.640229999999995,1.03398,75
0240383L,44.90528,0.54942,75
0240402G,45.4287117,0.7046508,75
0240403H,45.32447,0.77998,75
0140379L,49.182800799999995,-0.3690815,28
0140421G,49.182800799999995,-0.3690815,28
0140643Y,48.896474100000006,-0.19991289999999998,28
0140676J,48.878440600000005,-0.160385,28
0141377W,48.84902185,-0.565216636395482,28
0141563Y,49.182800799999995,-0.3690815,28
0141691M,49.2764624,-0.7024738,28
0142016R,49.1129522,-0.47249220000000003,28
0312623H,43.6044622,1.4442469,76
0320247V,43.9218218,0.8012234,76
0320453U,43.6397222,-0.0222222,76
0320464F,43.9752122,0.6099933000000001,76
0240584E,45.1724869,0.7650347839958431,75
0240632G,45.3583333,0.33944440000000003,75
0240682L,44.845628399999995,0.9082579,75
0240716Y,44.83201079999999,1.3100538000000002,75
0241117J,45.138268100000005,0.752132860790254,75
0250495C,47.16835579999999,6.826355199999999,27
0140671D,48.939940899999996,-0.2547982,28
0150174H,44.89699475,2.2321001080992597,84
0142135V,49.369315500000006,0.27486900000000003,28
0142157U,49.24874435,-0.602242244099141,28
0150311G,45.053480799999996,2.1477305,84
0150425F,44.928544099999996,2.4433101,84
0150692W,44.9642272,2.4898166,84
0030330T,46.5660526,3.3331703,84
0320585M,43.646355799999995,0.5850506999999999,76
0550991D,48.645295700000005,5.3394095,44
0160197C,45.323574900000004,0.1899025,75
0030616D,46.1324239,3.4602736000000003,84
0030740N,46.3464789733877,3.8305934422415095,84
0050153P,44.56424570000001,6.4957085,93
0212101V,47.779773399999996,4.8607185,27
0220484G,48.5141594,-2.7602707000000004,53
0560739Z,47.711927100000004,-3.3088391,53
0561415J,48.0647729,-2.9675702,53
0561725W,47.747733600000004,-3.3660907,53
0570406G,49.264743200000005,6.6277712,44
0060231U,43.8119541,7.3146204,93
0221474H,48.74957,-2.9855088,53
0240180R,44.8106395,0.8238780000000001,75
0270336U,49.0738551,0.46196940000000003,28
0270365A,48.8995494,1.2329159,28
0240296S,45.1909365,0.7184406999999999,75
0240301X,45.197017200000005,0.7835042,75
0240313K,44.6312198,0.8725428,75
0240419A,45.336641,1.0490102,75
0240582C,45.138268100000005,0.752132860790254,75
0100144C,48.0629678470786,3.91875099874401,44
0100198L,48.502765999999994,4.2738976,44
0100250T,48.2701237,3.8071497,44
0100924A,48.2088406,3.8914306000000005,44
0451199J,47.76351,2.0215,24
0451311F,48.2104339,2.0179646,24
0460227X,44.5418304,1.0737531,76
0460271V,44.9898406,1.6634008000000002,76
0460401L,44.7841401,1.8513429,76
0460419F,44.3770903,1.1533354559551101,76
0460600C,44.9971233,1.6389476635401001,76
0280156T,48.2825990166904,1.65838836542575,24
0280285H,48.4231,1.46835,24
0180451T,47.3030026,2.5239669,24
0180588S,46.9921896,2.2552381,24
9740951R,-20.935458399999998,55.29167629999999,4
9760022V,-12.77607895,45.2846124862922,6
9760028B,-12.913218400000002,45.194967,6
0080345G,49.7429367,4.7462556,44
0080520X,49.4254547,4.176461799999999,44
0090137A,42.9003627,1.3404767,76
0170589Y,45.6245332,-1.0287636,75
0110864E,43.21303579999999,2.3491068999999998,76
0120338C,44.5923335,2.42216998397436,76
0120475B,44.476229,2.2295701,76
0410098J,47.35296115,1.2239873718126,24
0190375E,45.406522499999994,2.0450180000000002,75
0190547S,45.233554600000005,1.6974158,75
0210472Z,47.290721000000005,4.2946459,27
0210509P,47.23017,5.1929099999999995,27
0100796L,48.2784599,4.0507314,44
0171051A,45.6245332,-1.0287636,75
0180779Z,47.1354385,2.5499221000000003,24
0120585W,44.1883973,3.1322855,76
0420322X,46.0345572,4.0729178,84
0420327C,46.0345572,4.0729178,84
0211333K,47.2089381,5.3531973,27
0211891S,47.276819700000004,5.1748412,27
0280792J,48.7358807,1.3684253999999998,24
0290512Z,48.45148029999999,-4.2557901,53
0120719S,44.7373,2.7288200000000002,76
0190145E,45.158498200000004,1.5332389,75
0190510B,45.4143034,2.4284517999999995,75
0291163G,47.8126044,-4.3377655,53
0180234G,46.9921896,2.2552381,24
0420522P,45.4235,4.06555,84
0420673D,45.4401467,4.3873058,84
0420702K,45.74456841313721,4.22591794358575,84
0420928F,45.6072875,4.0627318,84
0420933L,45.5414,4.18354,84
0290790B,47.9960325,-4.1024782,53
0061755A,43.833177,7.472391900000001,93
0130487J,43.5139051,4.9884322999999995,93
0422101F,45.4401467,4.3873058,84
0430413R,45.118917100000004,3.9065257000000004,84
0160196B,45.4199869,0.056499900000000006,75
0160561Y,45.7078066,0.5547653,75
0071178T,45.2399639,4.6675474999999995,84
0090111X,43.1661872,1.2755831,76
0100095Z,48.2514482840827,4.70577699728286,44
0100227T,47.99585089999999,3.8643686,44
0100412U,48.5185158,3.5955059,44
0100465B,48.2784599,4.0507314,44
0351787C,48.0181129,-1.651345,53
0352095M,48.368382700000005,-1.2177018,53
0360241S,46.947782600000004,1.9889131000000002,24
0360484F,46.428091200000004,2.0528147,24
0292028X,47.8201167,-3.7921065,53
0170436G,46.1591126,-1.1520434,75
9710152N,16.2408636,-61.533407700000005,1
9710389W,16.3316709,-61.3476233,1
9710492H,16.3776349,-61.48778370000001,1
9710497N,16.2255854,-61.385755700000004,1
0110176G,43.21303579999999,2.3491068999999998,76
0110651Y,43.2108325,2.4412578999999996,76
0260940F,45.0458886,5.0528680999999995,84
0261028B,44.9332277,4.8920810999999995,84
0270863S,48.90859715,1.1640740779346699,28
0571959V,49.034658,6.1569029,44
0572137N,49.119696399999995,6.176355200000001,44
0572314F,49.3086945,6.587674400000001,44
0671974G,48.851978700000004,7.6124713869939695,44
0672452B,48.3966676,7.4425002000000005,44
0672620J,48.455352500000004,7.206870299999999,44
0111002E,43.020213299999995,2.391578,76
0160187S,45.348473999999996,0.24915460000000003,75
0160287A,45.6763498,0.2188754,75
0160449B,45.7594369,0.1278348,75
0160529N,46.0316836,0.7211031,75
0280310K,48.4231,1.46835,24
0572592H,49.149292200000005,6.9490582,44
0572687L,49.1198867,6.287998402696981,44
0572781N,49.25150479999999,6.0938369,44
0681387N,47.7569173878324,7.288916684651969,44
0681512Z,47.76278129999999,7.1529679,44
0160851N,45.9935688,0.6461785,75
0161030H,46.01203889999999,0.0795577,75
0161129R,45.7750157,0.2093391,75
0410893Y,48.04060429999999,1.076786,24
0420326B,46.0345572,4.0729178,84
0420377G,45.434898700000005,4.3212622000000005,84
0420652F,45.4401467,4.3873058,84
0670207L,48.2422436,7.3799809000000005,44
0670220A,48.542510899999996,7.7102193,44
0670292D,48.584614,7.750712700000001,44
0670364G,48.9012785,7.9757435,44
0671099F,48.71944845,7.58331394234607,44
0420961S,46.0205,4.09203,84
0421190R,46.0345572,4.0729178,84
0421472X,45.4401467,4.3873058,84
0421529J,45.4401467,4.3873058,84
0421988H,45.4401467,4.3873058,84
0830730T,43.1007714,5.878894799999999,93
0671470J,48.9404465,7.0899329,44
0671521P,48.989436299999994,8.044114599999999,44
0480362H,44.1998,3.92277,76
0311118X,43.4599858,1.3262332000000001,76
0490099S,47.473988399999996,-0.5515588,52
0890470C,48.0201831,3.8050892,27
0890993W,47.9411544,3.1309538,27
0891081S,47.7741815,3.7546242999999997,27
0891294Y,47.8634136,3.7279379,27
0900055W,47.717980299999994,6.9690806,27
0900095P,47.7418553,6.8251786999999995,27
0490989J,47.05249335,-0.8782112545094142,52
0681782T,48.07775170000001,7.3579641,44
0332316N,44.893145200000006,-0.15606620000000002,75
0332763Z,44.9259011,-0.48818459999999997,75
0911135P,48.482408899999996,2.3476234000000002,11
0020597N,49.9216667,3.4030556000000005,32
0020868H,49.84861110000001,3.2863888,32
0311650A,43.6828953,1.31799,76
0320158Y,43.3525,0.5125,76
0320307K,43.6520371776118,-0.10823350520633802,76
0320317W,43.461388899999996,0.2158333,76
0320462D,43.972777799999996,0.4577778,76
0320611R,43.5479869,0.29451109999999997,76
0301529Z,43.8629,4.45426,76
0330545N,44.884237899999995,-0.6111474,75
0331104W,45.129870700000005,-0.5076217000000001,75
0080513P,49.457891100000005,4.1032291,44
0080755C,50.1032047,4.762525599999999,44
0081101D,49.433024700000004,4.0534287,44
0090070C,42.7731821,1.51365726343815,76
0500448R,49.28282425,-1.53963994128265,28
0500764J,49.1912371,-1.1912143097844,28
0501034C,49.68706625,-1.40794853093579,28
0920449N,48.9026,2.30551,11
0511414K,49.2577886,4.031926,44
0511518Y,49.2854977,3.8165964,44
0520995Z,48.15969570000001,5.549050599999999,44
0521020B,48.45828,5.13999,44
0270396J,48.95917,1.2915299999999998,28
0510366W,49.1373278,4.3660294,44
0510629G,48.9566218,4.3628851,44
0922522S,48.9026,2.30551,11
0631506V,45.893068,3.1136667,84
0271348U,49.246919299999995,1.4215533999999999,28
0271493B,48.949459999999995,1.3041399999999999,28
0280211C,48.0827574,1.7408966000000001,24
0511586X,49.1514315,4.2514192,44
0511967L,48.8793138165297,3.59301958253128,44
0220654S,48.403605400000004,-2.9112668999999998,53
0220690F,48.1960984,-2.9826182529094303,53
0221477L,48.5245,-2.00563,53
0221604Z,48.7732657,-3.5187178999999995,53
0301179U,43.692438200000005,4.2754772,76
0931314Y,48.9392142,2.5257254000000002,11
0932067S,48.9031,2.48291,11
0601124W,49.2093315,2.6964792,32
0240182T,44.845628399999995,0.9082579,75
0240274T,45.1872222,0.6922222,75
0240307D,44.8534568,0.48753100000000005,75
0240766C,45.10310820000001,1.3661530000000002,75
0240954G,44.8534568,0.48753100000000005,75
0860375R,47.0116175,0.17621520000000002,75
0860383Z,46.1896443,0.687578,75
0860402V,46.424957299999996,0.8682027,75
0610072X,48.7428859,-0.0223695,28
0610662N,48.7513195,0.0754344795141468,28
0250481M,47.1387693,6.470813,27
0250591G,47.061160799999996,6.6690523,27
0250811W,47.1848615,5.9903449,27
0251879G,47.5515894,6.6955773,27
0560313L,47.7639726,-3.3444489,53
0560383M,47.96848,-2.9893010175124104,53
0560834C,48.0647729,-2.9675702,53
0860525D,47.0100270075767,0.175250970175021,75
0860715K,46.5695048,0.6439464,75
0861025X,46.5695048,0.6439464,75
0861065R,46.7742953,0.5357531,75
0861104H,46.7376338,0.42933640000000006,75
0870247W,45.83542429999999,1.2644847,75
0290478M,48.3905283,-4.4860088,53
0290564F,47.9960325,-4.1024782,53
0570333C,49.0588015,6.5489725,44
0570416T,49.280602200000004,6.6317962,44
0880330F,48.355301399999995,5.694857099999999,44
0881505H,47.908075399999994,6.783638099999999,44
0881614B,48.169151899999996,6.593786099999999,44
0881665G,48.0914619,6.4782907,44
0890309C,47.5188531,3.4847233999999996,27
0020556U,49.3973,3.46759,32
0020687L,49.8302778,3.3555556,32
0020699Z,49.7705556,3.6166667,32
0020708J,49.1469,3.21981,32
0020874P,49.84861110000001,3.2863888,32
0020961J,49.818009,3.605658,32
0442108C,47.2233007,-1.6346964,52
0450262R,47.9027336,1.9086066000000002,24
6200677S,41.5921091,9.2761531,94
0596638V,50.630508899999995,3.0706414,32
0460242N,44.4903014,1.3139098999999999,76
0460340V,44.7789948,1.7233939999999999,76
0600685U,49.3623895,2.4370282000000003,32
0100156R,48.3777152,4.2576617,44
0100597V,48.1701298,4.653119599999999,44
0100634K,48.1723292,4.0180216,44
0100654G,48.358178514571705,4.11671430077492,44
0210554N,47.0800061992585,4.15291736247929,27
0210906W,47.074740000000006,4.5591099999999996,27
0470387R,44.4966624,0.9684626000000001,75
0370445H,47.3454102,0.30285809999999996,24
0440992P,47.2233007,-1.6346964,52
0540466N,48.4816397,6.7328844,44
0101026L,48.2580873,4.031268,44
0101075P,48.446543299999995,4.356431400000001,44
0110799J,43.1837661,3.0042120999999997,76
0470890M,44.0276979,0.29044309999999995,75
0371109E,47.2729908,0.5996983,24
0380214B,45.054713,6.0306625,84
0120260T,44.17364548792089,2.53652265308789,76
0120481H,43.8436,2.56773,76
0120913C,43.9268331,2.5472505,76
0190161X,45.158498200000004,1.5332389,75
0490734G,47.368630100000004,-0.27674019135809896,52
0381292Y,45.111331,5.278244,84
0381893B,45.183668299999994,5.75448,84
0420280B,45.5002145,4.320397799999999,84
0420309H,46.1453805,4.109231899999999,84
0420790F,45.473408,4.3792689000000005,84
0421075R,45.4401467,4.3873058,84
0190360N,45.366354799999996,1.7144158,75
0210535T,47.3524041095477,4.54551707971295,27
0210665J,47.667359999999995,4.2445900000000005,27
0210787S,47.6241674,4.3373194,27
0211008G,47.08379,4.62134,27
0500497U,48.6474693,-0.9424389999999999,28
0390290D,46.7604057,5.9402266,27
0390449B,46.9318996,5.9662505,27
0390509S,46.6739021,5.5586167,27
0390684G,46.367,5.708069999999999,27
0422157S,45.4401467,4.3873058,84
0211412W,47.525588799999994,5.3695751,27
0211728P,46.97703,4.8905,27
0211912P,47.006553000000004,5.2393965,27
0460078K,44.74469439999999,1.4907273,76
0460313R,44.6642467,1.9518723000000002,76
0390934D,46.3877989,5.8641501,27
0460576B,44.7847558,1.8999269,76
0501849N,49.6343606,-1.62856869074902,28
0595308Z,50.200250200000006,3.8336383,32
0510576Z,49.2577886,4.031926,44
0510968A,49.047599100000006,4.08816616780357,44
0511908X,48.68266,3.80144,44
0595764V,50.5732932,3.0823682,32
0600128N,49.175414700000005,1.9019138999999998,32
0600148K,49.2413145823151,1.8857331086071298,32
0600166E,49.151971,2.9837988999999996,32
0600281E,49.63096015177629,2.30825410992372,32
0070135J,44.447247261799,4.09651757719874,84
0070353W,44.5493789,4.6829629,84
0071324B,45.1891,4.79833,84
0080216S,49.79756,4.6754,44
0520619R,48.177014,5.1516194,44
0520824N,48.6668291,4.8977944,44
0342061F,43.677910100000005,3.9868904,76
0350904T,48.0131094,-1.7023101000000003,53
0470249R,44.4174761,0.39816273090189397,75
0561525D,47.62798,-2.8229152,53
0561623K,47.7636187,-3.1194205000000004,53
0211940V,47.28156,5.18971,27
0220754A,48.317935399999996,-2.2620533,53
0220818V,48.38102515,-2.33228275857413,53
0220898G,48.46244615,-2.51650229207986,53
0220914Z,48.2849898,-2.41256441182033,53
0351837G,48.1244503,-1.214331,53
0530295H,48.071037700000005,-0.7723499,52
0480430G,44.3380133,3.22842731840373,76
0360555H,46.5790893,2.00521388557935,24
0221534Y,48.288079499999995,-2.1543918,53
0221633F,48.18859125,-2.58719821925169,53
0221640N,48.24010935,-2.55527984239813,53
0221826R,48.434473,-2.219882,53
0240276V,45.336641,1.0490102,75
0421465P,45.6072875,4.0627318,84
0371373S,47.385141100000006,0.5545861999999999,24
0371404A,47.231224100000006,0.2519958,24
0380196G,45.4912311,5.3866972,84
0240388S,45.29233,0.74936,75
0240583D,45.17838205,0.8204095174289671,75
0240627B,45.328055600000006,0.31237909999999997,75
0240715X,44.908188700000004,1.3397368,75
0240753N,45.30813,0.81893,75
0240854Y,45.0145321,0.6472144000000001,75
0240968X,45.1872222,0.6922222,75
0240985R,44.870418799999996,0.3742764,75
0430911G,45.118917100000004,3.9065257000000004,84
0542180B,48.5101741,6.768275900000001,44
0542341B,48.6453022,6.8060775,44
0550789J,49.0548828295899,5.13310618266323,44
0251612S,47.510236799999994,6.7977564,27
0370304E,47.590492299999994,0.9084165999999999,24
0370570U,47.231224100000006,0.2519958,24
0371380Z,47.4371991493408,0.372737234758632,24
0141839Y,49.3291667,-0.3886111,28
0150332E,45.2517313820506,2.55219363350221,84
0150619S,44.928544099999996,2.4433101,84
0381415G,45.5252114,4.874784099999999,84
0381476Y,45.07583579999999,5.7715863,84
0631289J,45.649908,3.7088801,84
0640564R,42.9750902,-0.6217117,75
0390618K,47.2224,5.53366,27
0160501H,45.4405085,-0.198012764899828,75
0160510T,45.4709095,-0.1528288,75
0160587B,45.8735576,0.7188033,75
0160927W,45.68445139999999,0.5660516,75
0160972V,45.9908656,0.4103041,75
0161026D,45.5296896,-0.23913850000000003,75
0170302L,45.702450899999995,-0.4921932,75
0390138N,46.75453515,5.55660302185966,27
0390933C,47.2047,5.68505,27
0400652S,43.8911318,-0.500972,75
0140286K,49.08899775,-0.198534850833071,28
0140660S,48.9716102,-0.24754629999999997,28
0140679M,48.8965132,-0.13832650000000002,28
0140686V,49.0174187,-0.12397550000000002,28
0141059A,48.82212835,-0.96880173694407,28
0141565A,49.179086299999994,-0.2672692,28
0141659C,48.8517468,-0.8872594458318379,28
0131829T,43.3015041,5.548003285875901,93
0180320A,47.0805693,2.398932,24
0420122E,46.1483,4.042269999999999,84
0420319U,45.528840100000004,4.6187385999999995,84
0420841L,45.5086864,4.0416546,84
0160198D,45.3981244449386,0.110404189787165,75
0160375W,45.608672999999996,0.1013099,75
0160422X,45.7428942,-0.0910086,75
0160666M,46.0635586,0.2392556,75
0160739S,45.5711281,-0.2667791,75
0160869H,45.6763498,0.2188754,75
0160892H,45.7009701,-0.35835459999999997,75
0170899K,45.517222,-0.826111,75
0630592B,45.86018189999999,3.4203664,84
0132749T,43.5569467,4.7295988,93
0631515E,45.855795,3.5489707000000004,84
0631749J,45.77246895,3.23889848098283,84
0140131S,49.22100089999999,-0.6792915,28
0140513G,49.1460831,0.22551679999999996,28
0140647C,48.8909429900377,-0.172750936079535,28
0141019G,48.84902185,-0.565216636395482,28
0141100V,48.8517468,-0.8872594458318379,28
0141384D,49.2031097,-0.3353513,28
0141566B,48.896474100000006,-0.19991289999999998,28
0141656Z,49.2366859,-0.3262163,28
0800730J,50.1015635,1.4473006000000002,32
0561316B,47.8758768,-3.0199362,53
0141657A,48.9161569,-0.48224350000000005,28
0141679Z,49.1355556,-0.2941667,28
0142129N,49.20141605,-0.836754924986576,28
0142252X,49.141239299999995,-0.3506969,28
0180286N,47.2217489,2.0691421,24
0180414C,46.6664315,2.5522142000000003,24
0180439E,46.6418114,2.2835591,24
0570360G,48.9808121,6.4664978,44
0570814A,49.161036700000004,6.853844400000001,44
0571145K,49.099983200000004,6.153041,44
0600467G,49.43009970000001,2.0823355,32
0190415Y,44.993430700000005,2.00979358444882,75
0190482W,45.4243315,1.5637278000000001,75
0190561G,45.1723833,1.7342495,75
0210200D,47.1839,4.67322,27
0210304S,47.125851209535,4.667585283198219,27
0210413K,47.6196013682994,4.330804218402919,27
0940492Z,48.8051624,2.4197113,11
0600921A,49.527063299999995,1.8512721,32
0601538W,49.4179497,2.8263171000000002,32
0030360A,46.3464789733877,3.8305934422415095,84
0880445F,48.1471,6.0629,44
0880620W,48.2527,5.945,44
0881543Z,48.177517200000004,6.393281900000001,44
0890175G,47.4261876,3.9966803,27
0610077C,48.580906,-0.38203748624326295,28
0610200L,48.6773586,0.0889576,28
9710676H,16.2408636,-61.533407700000005,1
9720207T,14.817095500208499,-61.0665079377225,2
0900284V,47.5075682,6.9977521,27
0590966E,51.0347708,2.3772525,32
0591052Y,50.5223657,3.1158401000000002,32
0590970J,51.0347708,2.3772525,32
0591354B,50.2513704,3.9200611000000003,32
0751217R,48.856610100000005,2.3514992,11
0592680T,50.753123200000005,3.1209016,32
0591679E,50.9946103,2.2192457,32
0592517R,50.587877899999995,3.0511654999999998,32
0921519B,48.8126688,2.2385432,11
0922053G,48.8953328,2.2561602,11
0751366C,48.856610100000005,2.3514992,11
0540143M,48.8969262,6.2597394,44
0540444P,48.6846355,5.786620500000001,44
0760388J,49.924618200000005,1.0791444,28
0760457J,49.4595571,1.3623213,28
0760662G,49.6197245,0.27845349999999996,28
0760709H,49.8050152,1.0515461000000002,28
0760843D,49.493897499999996,0.10797319999999999,28
0761042V,49.67588,0.84519,28
0761052F,49.6947186,0.8597473,28
0541089R,48.4827,6.8138,44
0541095X,48.4634,6.5489999999999995,44
0541188Y,48.657868900000004,6.7088882,44
0542107X,48.804007899999995,6.3418035999999995,44
0550684V,49.0548828295899,5.13310618266323,44
0700546N,47.5505365290717,5.84125851475676,27
0710169Y,46.7888997,4.8529605,27
0710180K,46.8054064,4.428596099999999,27
0710211U,46.747427,4.4699684,27
0710369R,46.600523200000005,4.0633824999999995,27
0594842T,50.654089500000005,3.1839429,32
0640665A,42.9969381,-0.6175989000000001,75
0640855G,43.20758675,-1.0637938060951602,75
0641524J,43.4813927,-1.5149934999999999,75
9710117A,16.3776349,-61.48778370000001,1
0596364X,51.0347708,2.3772525,32
0600150M,49.2413145823151,1.8857331086071298,32
0650181U,43.432753600000005,0.0843131,76
0650280B,42.9974157,-0.0538888,76
0650332H,43.076102399999996,-0.0472452,76
0650699G,43.0255659,0.6023704000000001,76
0650700H,43.12522979999999,0.384241,76
0660202L,42.54848320000001,2.3878706000000003,76
0730673K,45.612143700000004,6.8457969,84
0271137P,49.0268903,1.1510163999999998,28
0620489V,50.255160499999995,2.4730029,32
0622251K,50.4049,2.8245400000000003,32
0911795G,48.62960985,2.4435958971089398,11
0911892M,48.5136159,2.2174622000000004,11
0280367X,48.3037516936298,0.8490794332218901,24
0623048B,50.518440600000005,2.6004002999999996,32
0741271E,46.0833937,6.7269662,84
0741411G,46.351282399999995,6.292389900000001,84
0290490A,48.3905283,-4.4860088,53
0332730N,44.8422361,-0.6469599,75
0340358E,43.935142,3.7070719,76
0771491C,48.539927,2.6608169,11
0572903W,49.1092707,6.4054894,44
0580185L,47.0664625660931,3.65272502109248,27
0580341F,46.9876601,3.1577203,27
0640818S,43.4832523,-1.5592776000000002,75
0641053X,43.2957547,-0.36856679999999997,75
0611063Z,48.4312059,0.0911374,28
0680483F,48.093718700000004,7.553712599999999,44
0680692H,47.9024133,7.253469,44
0681038J,47.749418799999994,7.339935499999999,44
0650218J,43.242674900000004,0.09652260000000001,76
0650219K,43.242674900000004,0.09652260000000001,76
0650296U,43.06582120000001,0.1530914,76
0650402J,43.2284141,0.1046315,76
0770064B,48.4149956,3.2394035,11
0251818R,47.419161700000004,6.5237197,27
0650554Z,43.167521,0.26713459999999994,76
0650645Y,43.12522979999999,0.384241,76
0650719D,43.0255659,0.6023704000000001,76
0650928F,43.12522979999999,0.384241,76
0660385K,42.6598814443053,2.8638419954762995,76
0761567R,50.059109899999996,1.3827656000000002,28
0270093E,49.0473467,1.1624156,28
0710841D,46.4698148,4.2442193,27
0711047C,46.8160316,4.7143651,27
0711276B,46.2110224,4.7555202,27
0711280F,46.321219799999994,4.7448989,27
0762415M,49.3880756,1.1428247999999999,28
0690444H,45.7337532,4.9092351999999995,84
0240488A,45.4225,0.31805559999999994,75
0720417M,48.136804600000005,0.7958405,52
0721272S,47.78473029999999,0.6381374939631651,52
0691107D,46.0268039,4.5572383,84
0240851V,45.03633,0.8307899999999999,75
0330247P,44.79384015,-0.6063085906819761,75
0670245C,48.4770169,7.567958,44
0670375U,48.969314700000005,7.9913427,44
0741145T,46.1875056,6.291881,84
0741461L,46.2922313,6.309989900000001,84
0672108C,48.584614,7.750712700000001,44
0672541Y,48.6285965,7.625021799999999,44
0672667K,48.535574600000004,7.432170200000001,44
0680227C,47.8626304,7.213669599999999,44
0751306M,48.856610100000005,2.3514992,11
0740368Y,45.752557200000005,6.29168300187786,84
0730374K,45.675462200000005,6.3925417,84
0731393T,45.6136449,6.3174574,84
0761143E,49.5934182,0.21266179999999998,28
0770063A,48.4149956,3.2394035,11
0692598Z,45.6738,4.8583099999999995,84
0772528E,48.8567,2.7855615,11
0700602Z,47.8859052,6.1263847,27
0710287B,46.64134620000001,4.3717516,27
0680655T,47.7569173878324,7.288916684651969,44
0680666E,47.909462899999994,7.211327099999999,44
0681214A,47.909462899999994,7.211327099999999,44
0681464X,47.8091086,7.2402432,44
0753277E,48.856610100000005,2.3514992,11
0030402W,46.39495170000001,3.7515747999999998,84
